id,created_at,updated_at,numpicking,salenote,status,row,rut,name,code,desc,user,qtpck,qtpcked,route,route_id,pkl1status
1959,2022-09-02 12:22:02,2022-09-02 12:54:11,47885,103216,available,10,C773972060,INVERSIONES ZANETTI LIMITADA,TO70026,TOALLA TORK ADVANCED 250 MTS H/S PACK 6 ROLLOS,system@dmnz.cl,1,"0",VIÑA DEL MAR,"04",S
1960,2022-09-02 12:22:02,2022-09-02 12:54:10,47885,103216,available,11,C773972060,INVERSIONES ZANETTI LIMITADA,HI70003,PAPEL HIGIÉNICO JUMBO 300 METROS HOJA SIMPLE PACK 12 ROLLOS TORK UNIVERSAL,system@dmnz.cl,2,"0",VIÑA DEL MAR,"04",S
1961,2022-09-02 12:22:02,2022-09-02 12:54:10,47885,103216,available,12,C773972060,INVERSIONES ZANETTI LIMITADA,40861,TOALLA ELITE JUMBO 250 MTS H/S PACK 2 ROLLOS,system@dmnz.cl,14,"0",VIÑA DEL MAR,"04",S
1962,2022-09-02 12:22:02,2022-09-02 12:54:11,47885,103217,available,13,C773317100,SOC ODONTOLOGICA ANDREWS Y FIGUEROA LTDA.,40844,TOALLA ELITE INTERFOLIADA EXTRA BLANCA D/H DOBLADA 18 PACK DE 200 HOJAS,system@dmnz.cl,2,"0",VIÑA DEL MAR,"04",S
1963,2022-09-02 12:22:02,2022-09-02 12:54:11,47885,103217,available,14,C773317100,SOC ODONTOLOGICA ANDREWS Y FIGUEROA LTDA.,HI55028,PAPEL HIGIÉNICO 50 METROS DOBLE HOJA 8 PACK DE 4 ROLLOS TORK PREMIUM,system@dmnz.cl,1,"0",VIÑA DEL MAR,"04",S
1964,2022-09-02 12:22:02,2022-09-02 12:53:45,47884,102610,available,"0",C764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,21146,JABON LIQUIDO TREMEX HYGIENIC TRICLOSAN 5 LTS,system@dmnz.cl,7,"0",INTERIOR,10,S
1965,2022-09-02 12:22:02,2022-09-02 12:53:45,47884,102610,available,1,C764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,MB80X110T,BOLSA DE BASURA TRANSPARENTE 80X110 - 10 UDS,system@dmnz.cl,18,"0",INTERIOR,10,S
1966,2022-09-02 12:22:02,2022-09-02 12:53:49,47884,103044,available,2,A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20545,LUSTRAMUEBLES TRADICIONAL TREMEX 500CC - CAJA 15 UND,system@dmnz.cl,5,"0",INTERIOR,10,S
1967,2022-09-02 12:22:02,2022-09-02 12:53:49,47884,103044,available,3,A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20415,LIMPIAVIDRIOS GATILLO + ANTIGRASA GATILLO TREMEX 500 CC - CAJA 7 UND,system@dmnz.cl,5,"0",INTERIOR,10,S
1968,2022-09-02 12:22:02,2022-09-02 12:53:49,47884,103044,available,4,A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20488,LIMPIADOR CREMA CITRUS + TRADICIONAL TREMEX 750GR - CAJA 6 UND,system@dmnz.cl,5,"0",INTERIOR,10,S
1969,2022-09-02 12:22:02,2022-09-02 12:53:49,47884,103044,available,5,A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20781,CLORO ROPA COLOR PACK 2 UNIDADES TREMEX 1 LT- CAJA 6 UND,system@dmnz.cl,10,"0",INTERIOR,10,S
1970,2022-09-02 12:22:02,2022-09-02 12:53:48,47884,103044,available,6,A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20040,CLORO ROPA BLANCA TREMEX 1 LT - CAJA 12 UDS,system@dmnz.cl,5,"0",INTERIOR,10,S
1971,2022-09-02 12:22:02,2022-09-02 12:53:48,47884,103044,available,7,A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20064,CLORO ROPA COLOR TREMEX 1 LT - CAJA 12 UDS,system@dmnz.cl,5,"0",INTERIOR,10,S
1972,2022-09-02 12:22:02,2022-09-02 12:53:53,47884,103091,available,8,C610040241,DIRECCION REGIONAL GENDARMERIA DE CHILE,20897,LIMPIADOR PISO TREMEX AROMA BRISA POLAR  250 CC,system@dmnz.cl,70,"0",INTERIOR,10,S
1973,2022-09-02 12:22:02,2022-09-02 12:53:55,47884,103091,available,9,C610040241,DIRECCION REGIONAL GENDARMERIA DE CHILE,TOOV06X01100176,TOALLA DE PAPEL CLASICA 100 METROS HOJA SIMPLE OVELLA,system@dmnz.cl,15,"0",INTERIOR,10,S
1974,2022-09-02 12:22:02,2022-09-02 12:53:54,47884,103091,available,10,C610040241,DIRECCION REGIONAL GENDARMERIA DE CHILE,7804657760033,BOLSA DE BASURA 80X120 - 10 UND DON MATIAS,system@dmnz.cl,30,"0",INTERIOR,10,S
1975,2022-09-02 12:22:02,2022-09-02 12:53:55,47884,103091,available,11,C610040241,DIRECCION REGIONAL GENDARMERIA DE CHILE,RVIROLLA,VIRUTILLA GRUESA DE OLLA,system@dmnz.cl,151,"0",INTERIOR,10,S
1976,2022-09-02 12:22:02,2022-09-02 12:53:55,47884,103091,available,12,C610040241,DIRECCION REGIONAL GENDARMERIA DE CHILE,C100101,VIRUTILLA FINA LANA OLLA GRANDE VIRUTEX,system@dmnz.cl,70,"0",INTERIOR,10,S
1977,2022-09-02 12:22:02,2022-09-02 12:53:53,47884,103091,available,13,C610040241,DIRECCION REGIONAL GENDARMERIA DE CHILE,1101706,ESCOBILLON BASICO VIRUTEX PRO,system@dmnz.cl,20,"0",INTERIOR,10,S
1978,2022-09-02 12:22:02,2022-09-02 12:53:53,47884,103091,available,14,C610040241,DIRECCION REGIONAL GENDARMERIA DE CHILE,1100749,TRAPERO ALGODON 50X50 SIMPLE CON OJAL VIRUTEX PRO,system@dmnz.cl,20,"0",INTERIOR,10,S
1979,2022-09-02 12:22:02,2022-09-02 12:53:54,47884,103091,available,15,C610040241,DIRECCION REGIONAL GENDARMERIA DE CHILE,"03QUIM01",TABLETAS DE CLORO 20 GR  POTE  1 KG,system@dmnz.cl,1,"0",INTERIOR,10,S
1980,2022-09-02 12:22:02,2022-09-02 12:53:52,47884,103091,available,16,C610040241,DIRECCION REGIONAL GENDARMERIA DE CHILE,16231,CLORO TRADICIONAL CLORINDA 250 GR,system@dmnz.cl,50,"0",INTERIOR,10,S
1981,2022-09-02 12:22:02,2022-09-02 12:53:54,47884,103091,available,17,C610040241,DIRECCION REGIONAL GENDARMERIA DE CHILE,20001781,CERA LIQUIDA PINTURA ROJA 900 CC EXCELL,system@dmnz.cl,9,"0",INTERIOR,10,S
1982,2022-09-02 12:22:02,2022-09-02 12:53:56,47884,103161,available,18,C61108000KC,CAPREDENA,21399,LAVALOZA TREMEX ORGANIC ECOACTIVO 5 LTS,system@dmnz.cl,1,"0",INTERIOR,10,S
1983,2022-09-02 12:22:02,2022-09-02 12:53:57,47884,103161,available,19,C61108000KC,CAPREDENA,TO55005,TOALLA ADVANCED HOJA SIMPLE 2 ROLLOS DE 280 METROS TORK,system@dmnz.cl,100,"0",INTERIOR,10,S
1984,2022-09-02 12:22:02,2022-09-02 12:53:56,47884,103161,available,20,C61108000KC,CAPREDENA,21283,JABON DE TOCADOR TREMEX CARE GLICERINA FLORAL 1 LT CAJA 6 UNIDADES,system@dmnz.cl,4,"0",INTERIOR,10,S
1985,2022-09-02 12:22:02,2022-09-02 12:54:06,47884,103161,available,21,C61108000KC,CAPREDENA,ARCB80X110,BOLSA DE BASURA 80X110 PACK 10 UNIDADES BASURING,system@dmnz.cl,200,"0",INTERIOR,10,S
1986,2022-09-02 12:22:02,2022-09-02 12:53:57,47884,103161,available,22,C61108000KC,CAPREDENA,1300744,TRAPERO DESINFECTANTES MULTIUSO AROMA LIMON PACK 10 UDS VIRUTEX,system@dmnz.cl,20,"0",INTERIOR,10,S
1987,2022-09-02 12:22:02,2022-09-02 12:53:58,47884,103165,available,23,C768228922,SERVICIOS DE GESTION PUCALAN LTDA.,TO55035,TOALLA ADVANCED DOBLE HOJA PACK 2 ROLLOS DE 200 METROS TORK,system@dmnz.cl,3,"0",INTERIOR,10,S
1988,2022-09-02 12:22:02,2022-09-02 12:53:58,47884,103165,available,24,C768228922,SERVICIOS DE GESTION PUCALAN LTDA.,HI55024,HIGIENICO TORK PREMIUM JUMBO 250 MTS D/H PACK 6 ROLLOS,system@dmnz.cl,1,"0",INTERIOR,10,S
1989,2022-09-02 12:22:02,2022-09-02 12:54:04,47884,103210,available,25,C966741708,SERVICLINICA S.A.,1008838,CLORO LIQUIDO TRADICIONAL 1 LITRO IGENIX,system@dmnz.cl,4,"0",INTERIOR,10,S
1990,2022-09-02 12:22:02,2022-09-02 12:54:07,47884,103210,available,26,C966741708,SERVICLINICA S.A.,MB110X130,BOLSA DE BASURA 110X130 UNIDAD,system@dmnz.cl,300,"0",INTERIOR,10,S
1991,2022-09-02 12:22:02,2022-09-02 12:54:04,47884,103210,available,27,C966741708,SERVICLINICA S.A.,3018656,DESINFECTANTE AEROSOL LYSOL 354 GR (540 ML) AROMA SPRING WATERFALL,system@dmnz.cl,40,"0",INTERIOR,10,S
1992,2022-09-02 12:22:02,2022-09-02 12:54:03,47884,103210,available,28,C966741708,SERVICLINICA S.A.,18129,LIMPIADOR EN CREMA ORIGINAL 750 GRS CIF,system@dmnz.cl,10,"0",INTERIOR,10,S
1993,2022-09-02 12:22:02,2022-09-02 12:54:07,47884,103210,available,29,C966741708,SERVICLINICA S.A.,RNITRILOM,GUANTE NITRILO INDUSTRIAL T-M Par,system@dmnz.cl,5,"0",INTERIOR,10,S
1994,2022-09-02 12:22:02,2022-09-02 12:54:05,47884,103210,available,30,C966741708,SERVICLINICA S.A.,20001910,CLORO GEL ANTISARRO LAVANDA 900 CC EXCELL,system@dmnz.cl,5,"0",INTERIOR,10,S
1995,2022-09-02 12:22:02,2022-09-02 12:54:05,47884,103210,available,31,C966741708,SERVICLINICA S.A.,20000982,CLORO GEL ANTISARRO MENTA 900 CC EXCELL,system@dmnz.cl,4,"0",INTERIOR,10,S
1996,2022-09-02 12:22:02,2022-09-02 12:54:05,47884,103210,available,32,C966741708,SERVICLINICA S.A.,20001958,CLORO GEL ANTISARRO LIMÓN 900 CC EXCELL,system@dmnz.cl,4,"0",INTERIOR,10,S
1997,2022-09-02 12:22:02,2022-09-02 12:54:07,47884,103210,available,33,C966741708,SERVICLINICA S.A.,PEP002,ESPONJA UNIDAD,system@dmnz.cl,7,"0",INTERIOR,10,S
1998,2022-09-02 12:22:02,2022-09-02 12:54:06,47884,103210,available,34,C966741708,SERVICLINICA S.A.,ARCB80X110,BOLSA DE BASURA 80X110 PACK 10 UNIDADES BASURING,system@dmnz.cl,45,"0",INTERIOR,10,S
1999,2022-09-02 12:22:02,2022-09-02 12:54:06,47884,103210,available,35,C966741708,SERVICLINICA S.A.,"06MULT",PAÑO AMARILLO MULTIUSO FIBRO,system@dmnz.cl,20,"0",INTERIOR,10,S
2000,2022-09-02 12:22:02,2022-09-02 12:54:04,47884,103210,available,36,C966741708,SERVICLINICA S.A.,1102009,INSECTICIDA AEROSOL HSH AEROSOL TODO INSECTO 360 ML,system@dmnz.cl,2,"0",INTERIOR,10,S
2001,2022-09-02 12:22:02,2022-09-02 12:54:06,47884,103210,available,37,C966741708,SERVICLINICA S.A.,ARCB70X90,BOLSA DE BASURA 70X90 PACK 10 UNIDADES BASURING,system@dmnz.cl,10,"0",INTERIOR,10,S
2002,2022-09-02 12:22:02,2022-09-02 12:54:04,47884,103210,available,38,C966741708,SERVICLINICA S.A.,3080064,DESODORANTE AIRWICK FRESHMATIC RECARGA MANZANA CANELA 250 ML,system@dmnz.cl,7,"0",INTERIOR,10,S
2003,2022-09-02 12:22:02,2022-09-02 12:53:46,47883,102789,picked,"0",C690509008,I. MUNICIPALIDAD DE CATEMU,ARALGOP2,ALGODON HIDROFILO 250 GR.,system@dmnz.cl,40,"0",INTERIOR SUR,"07",S
2004,2022-09-02 12:22:02,2022-09-02 12:53:45,47882,102789,available,"0",C690509008,I. MUNICIPALIDAD DE CATEMU,73117,TOALLITAS HUMEDAS LIMPIEZA BEBÉ BABYSEC PREMIUM 10 PAQUETES DE 45 UDS,system@dmnz.cl,3,"0",INTERIOR SUR,"07",S
2005,2022-09-02 12:22:02,2022-09-02 12:53:46,47882,102981,available,1,C690506009,I. MUNICIPALIDAD DE SAN FELIPE,98239,JABON ELITE ESPUMA CPC MULTIFLEX 1 LITRO CAJA 6 UNIDADES,system@dmnz.cl,8,"0",INTERIOR SUR,"07",S
2006,2022-09-02 12:22:02,2022-09-02 12:53:46,47882,103036,picked,2,C616067036,SERVICIO DE SALUD ACONCAGUA HOSPITAL DE PUTAENDO,MB70X90RJ,BOLSA DE BASURA ROJA 70X90 - 10 UDS,system@dmnz.cl,50,"0",INTERIOR SUR,"07",S
2007,2022-09-02 12:22:02,2022-09-02 12:53:52,47882,103079,available,3,C611070004,INSTITUTO NACIONAL DE DEPORTES DE CHILE,HIMANZ002,HIGIENICO INDUSTRIAL JUMBO BLANCO 500 MTS PACK 6 ROLLOS,system@dmnz.cl,6,"0",INTERIOR SUR,"07",S
2008,2022-09-02 12:22:02,2022-09-02 12:53:52,47882,103079,picked,4,C611070004,INSTITUTO NACIONAL DE DEPORTES DE CHILE,1003003,ALCOHOL GEL 1000 ML VIRUTEX PRO,system@dmnz.cl,10,"0",INTERIOR SUR,"07",S
2009,2022-09-02 12:22:02,2022-09-02 12:53:52,47882,103079,picked,5,C611070004,INSTITUTO NACIONAL DE DEPORTES DE CHILE,1101803,BOLSA DE BASURA 80X120 BIOROLLO VTX PRO - 10 UDS,system@dmnz.cl,10,"0",INTERIOR SUR,"07",S
2010,2022-09-02 12:22:02,2022-09-02 12:53:45,47881,100294,available,"0",C616020382C,HOSPITAL SAN CAMILO DE SAN FELIPE,TO70027,TOALLA INTERFOLIADA D/H 16X200 TORK ADVANCE,system@dmnz.cl,220,"0",INTERIOR SUR,"07",S
2011,2022-09-02 12:22:02,2022-09-02 12:22:06,47880,103159,available,"0",C616020544C,HOSPITAL CARLOS VAN BUREN,TO55035,TOALLA ADVANCED DOBLE HOJA PACK 2 ROLLOS DE 200 METROS TORK,system@dmnz.cl,120,"0",VALPARAISO,"05",S
2012,2022-09-02 12:22:02,2022-09-02 12:54:02,47880,103208,available,1,C760657360,CENTRO DE DIAGNOSTICO ELECTRONICO AUTOMOTRIZ REY ENGBER LTDA,40208,TOALLA HOJA SIMPLE PACK 2 ROLLOS DE 190 METROS RENDIPEL PRO,system@dmnz.cl,2,"0",VALPARAISO,"05",S
2013,2022-09-02 12:22:02,2022-09-02 12:54:03,47880,103208,available,2,C760657360,CENTRO DE DIAGNOSTICO ELECTRONICO AUTOMOTRIZ REY ENGBER LTDA,52308,PAPEL HIGIENICO HOJA SIMPLE PACK 6 ROLLOS DE 300 METROS RENDIPEL PRO,system@dmnz.cl,1,"0",VALPARAISO,"05",S
2014,2022-09-02 12:22:02,2022-09-02 12:54:03,47880,103208,available,3,C760657360,CENTRO DE DIAGNOSTICO ELECTRONICO AUTOMOTRIZ REY ENGBER LTDA,"03TEC0018",RENOVADOR DE NEUMATICOS TECNOCHEM 5 LT,system@dmnz.cl,1,"0",VALPARAISO,"05",S
2015,2022-09-02 12:22:02,2022-09-02 12:54:08,47880,103213,available,4,C760656127,CATALAN Y CARVAJAL LTDA.,40861,TOALLA ELITE JUMBO 250 MTS H/S PACK 2 ROLLOS,system@dmnz.cl,1,"0",VALPARAISO,"05",S
2016,2022-09-02 12:22:02,2022-09-02 12:54:08,47880,103213,available,5,C760656127,CATALAN Y CARVAJAL LTDA.,607740,DESINFECTANTE ALCOHOLICO S/ENJUAGUE AQUAGENOL 1 LT,system@dmnz.cl,2,"0",VALPARAISO,"05",S
2017,2022-09-02 12:22:02,2022-09-02 12:54:08,47880,103213,available,6,C760656127,CATALAN Y CARVAJAL LTDA.,1039153CL,LIMPIADOR PISO PROQUIMIA GALA FLORAL BIDON 5 LTS,system@dmnz.cl,1,"0",VALPARAISO,"05",S
2018,2022-09-02 12:22:02,2022-09-02 12:53:56,47879,103159,available,"0",C616020544C,HOSPITAL CARLOS VAN BUREN,TO70027,TOALLA INTERFOLIADA D/H 16X200 TORK ADVANCE,system@dmnz.cl,10,"0",VALPARAISO,"05",S
2019,2022-09-02 12:22:02,2022-09-02 12:53:55,47879,103159,available,1,C616020544C,HOSPITAL CARLOS VAN BUREN,HI55004,PAPEL HIGIENICO JUMBO UNIVERSAL HOJA SIMPLE PACK 6 ROLLOS DE 500 METROS TORK,system@dmnz.cl,10,"0",VALPARAISO,"05",S
2020,2022-09-02 12:22:02,2022-09-02 12:53:59,47874,103198,available,"0",C772485735,SIRIUS SPA,BISE0019,SERVILLETA COCTEL 24X24 CM CAJA 20 PQTES X 100 UNID,system@dmnz.cl,1,"0",VALPARAISO,"05",S
2021,2022-09-02 12:22:02,2022-09-02 12:54:00,47874,103198,available,1,C772485735,SIRIUS SPA,TO55046,TOALLA UNIVERSAL 8 PACK DE 2 ROLLOS DE 24 METROS DOBLE HOJA TORK,system@dmnz.cl,1,"0",VALPARAISO,"05",S
2022,2022-09-02 12:22:02,2022-09-02 12:54:00,47874,103198,available,2,C772485735,SIRIUS SPA,TO70027,TOALLA INTERFOLIADA D/H 16X200 TORK ADVANCE,system@dmnz.cl,1,"0",VALPARAISO,"05",S
2023,2022-09-02 12:22:02,2022-09-02 12:53:58,47874,103198,available,3,C772485735,SIRIUS SPA,1100739,TOALLITAS HUMEDAS DESINFECTANTES POUCH LIMON 50 UNIDADES VIRUTEX,system@dmnz.cl,3,"0",VALPARAISO,"05",S
2024,2022-09-02 12:22:02,2022-09-02 12:53:59,47874,103198,available,4,C772485735,SIRIUS SPA,PEP002,ESPONJA UNIDAD,system@dmnz.cl,2,"0",VALPARAISO,"05",S
2025,2022-09-02 12:22:02,2022-09-02 12:53:59,47874,103198,available,5,C772485735,SIRIUS SPA,"03TEC0004",ALCOHOL DESNATURALIZADO AL 70% 1 LITRO ELITE,system@dmnz.cl,2,"0",VALPARAISO,"05",S
2026,2022-09-02 12:22:02,2022-09-02 12:54:00,47874,103198,available,6,C772485735,SIRIUS SPA,RTRAPOJAL,TRAPERO MULTIUSO CON OJAL 50X50,system@dmnz.cl,2,"0",VALPARAISO,"05",S
2027,2022-09-02 12:22:02,2022-09-02 12:53:58,47874,103198,available,7,C772485735,SIRIUS SPA,1101706,ESCOBILLON BASICO VIRUTEX PRO,system@dmnz.cl,1,"0",VALPARAISO,"05",S
2028,2022-09-02 12:26:01,2022-09-02 12:54:12,47888,103218,available,"0",C968019708,REPUBLIC PARKING SYSTEM CHILE S.A.,29465,LIMPIADOR PISO DESINFECTANTE POETT AROMA PRIMAVERA 4000 ML,system@dmnz.cl,2,"0",VIÑA DEL MAR,"04",S
2029,2022-09-02 12:26:01,2022-09-02 12:54:15,47888,103218,available,1,C968019708,REPUBLIC PARKING SYSTEM CHILE S.A.,SLHEWX,MASCARILLA 3 PLIEGUES CAJA 50 UNIDADES,system@dmnz.cl,4,"0",VIÑA DEL MAR,"04",S
2030,2022-09-02 12:26:01,2022-09-02 12:54:12,47888,103218,available,2,C968019708,REPUBLIC PARKING SYSTEM CHILE S.A.,20347,CLORO CONCENTRADO TREMEX BIDON 5 LTS,system@dmnz.cl,2,"0",VIÑA DEL MAR,"04",S
2031,2022-09-02 12:26:01,2022-09-02 12:54:12,47888,103218,available,3,C968019708,REPUBLIC PARKING SYSTEM CHILE S.A.,40861,TOALLA ELITE JUMBO 250 MTS H/S PACK 2 ROLLOS,system@dmnz.cl,4,"0",VIÑA DEL MAR,"04",S
2032,2022-09-02 12:26:01,2022-09-02 12:54:14,47888,103218,available,4,C968019708,REPUBLIC PARKING SYSTEM CHILE S.A.,HIMANZ002,HIGIENICO INDUSTRIAL JUMBO BLANCO 500 MTS PACK 6 ROLLOS,system@dmnz.cl,1,"0",VIÑA DEL MAR,"04",S
2033,2022-09-02 12:26:01,2022-09-02 12:54:14,47888,103218,available,5,C968019708,REPUBLIC PARKING SYSTEM CHILE S.A.,MB90X110,BOLSA DE BASURA 90X110X0.008 - UNIDAD,system@dmnz.cl,30,"0",VIÑA DEL MAR,"04",S
2034,2022-09-02 12:26:01,2022-09-02 12:54:13,47888,103218,available,6,C968019708,REPUBLIC PARKING SYSTEM CHILE S.A.,ACGUNIT3,GUANTE EXAMINACION NITRILO AZUL L/P TRESOR TALLA L - 100 UDS,system@dmnz.cl,2,"0",VIÑA DEL MAR,"04",S
2035,2022-09-02 12:26:01,2022-09-02 12:54:13,47888,103218,available,7,C968019708,REPUBLIC PARKING SYSTEM CHILE S.A.,1101801,BOLSA DE BASURA 70X90 BIOROLLO 10 UNIDADES VIRUTEX PRO,system@dmnz.cl,10,"0",VIÑA DEL MAR,"04",S
2036,2022-09-02 12:26:01,2022-09-02 12:54:14,47888,103218,available,8,C968019708,REPUBLIC PARKING SYSTEM CHILE S.A.,RM00181,PAÑO ESPONJA PACK 3 UNIDADES VILEDA,system@dmnz.cl,6,"0",VIÑA DEL MAR,"04",S
2037,2022-09-02 12:26:01,2022-09-02 12:54:14,47888,103218,available,9,C968019708,REPUBLIC PARKING SYSTEM CHILE S.A.,ARPSACU,PAÑO SACUDIR FRANELA NARANJA 30X40,system@dmnz.cl,20,"0",VIÑA DEL MAR,"04",S
2038,2022-09-02 12:26:01,2022-09-02 12:54:13,47888,103218,available,10,C968019708,REPUBLIC PARKING SYSTEM CHILE S.A.,"03LID03091",DESINFECTANTE AEROSOL AROMA TRADICIONAL 360 CC LYSOFORM,system@dmnz.cl,4,"0",VIÑA DEL MAR,"04",S
2039,2022-09-02 12:26:01,2022-09-02 12:54:20,47888,103224,available,11,C762133822,RESTAURANT TXIPIRON LTDA.,RNITRILOM,GUANTE NITRILO INDUSTRIAL T-M Par,system@dmnz.cl,6,"0",VIÑA DEL MAR,"04",S
2040,2022-09-02 12:26:01,2022-09-02 12:54:20,47888,103224,available,12,C762133822,RESTAURANT TXIPIRON LTDA.,RNITRILOL,GUANTE NITRILO INDUSTRIAL T-L Par,system@dmnz.cl,6,"0",VIÑA DEL MAR,"04",S
2041,2022-09-02 12:26:01,2022-09-02 12:54:19,47888,103224,available,13,C762133822,RESTAURANT TXIPIRON LTDA.,18129,LIMPIADOR EN CREMA ORIGINAL 750 GRS CIF,system@dmnz.cl,12,"0",VIÑA DEL MAR,"04",S
2042,2022-09-02 12:26:01,2022-09-02 12:54:20,47888,103224,available,14,C762133822,RESTAURANT TXIPIRON LTDA.,40208,TOALLA HOJA SIMPLE PACK 2 ROLLOS DE 190 METROS RENDIPEL PRO,system@dmnz.cl,6,"0",VIÑA DEL MAR,"04",S
2043,2022-09-02 12:26:01,2022-09-02 12:53:50,47887,103043,available,"0",A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20149,LIMPIAVIDRIOS TREMEX C/GATILLO 500CC - CAJA 15 UDS,system@dmnz.cl,2,"0",QUILPUE,"06",D
2044,2022-09-02 12:26:01,2022-09-02 12:53:48,47887,103043,available,1,A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20453,PACK OFERTA LIMPIADOR Y ABRILLANTADOR PISOS FLOTANTE 6x900 CC,system@dmnz.cl,2,"0",QUILPUE,"06",D
2045,2022-09-02 12:26:01,2022-09-02 12:53:50,47887,103043,available,2,A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20040,CLORO ROPA BLANCA TREMEX 1 LT - CAJA 12 UDS,system@dmnz.cl,2,"0",QUILPUE,"06",D
2046,2022-09-02 12:26:01,2022-09-02 12:53:50,47887,103043,available,3,A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20064,CLORO ROPA COLOR TREMEX 1 LT - CAJA 12 UDS,system@dmnz.cl,2,"0",QUILPUE,"06",D
2047,2022-09-02 12:26:01,2022-09-02 12:53:51,47887,103047,available,4,A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20408,LIMPIADOR CREMA AROMA CITRUS TREMEX 750GR - CAJA 12 UND,system@dmnz.cl,3,"0",QUILPUE,"06",D
2048,2022-09-02 12:26:01,2022-09-02 12:53:50,47887,103047,available,5,A764549708,DISTRIBUIDORA Y COMERCIAL PROVIMARKET LTDA.,ALM20149,LIMPIAVIDRIOS TREMEX C/GATILLO 500CC - CAJA 15 UDS,system@dmnz.cl,1,"0",QUILPUE,"06",D
